BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,2431A,22475,KG,25622,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,9465A,61150,KG,69711,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,5509A,7500,KG,8550,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,3780A,59800,KG,68172,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,7760A,7450,KG,8493,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,3910A,21250,KG,24225,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,1885A,10000,KG,11400,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,1515A,65000,KG,74100,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,9291A,27500,KG,31350,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,2636A,17425,KG,19865,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0221,9715A,13750,KG,15675,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0098,5923A,10850,KG,8563,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0109,2825,1350,KG,1755,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0109,3226,1350,KG,1755,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0109,4351,37125,KG,48263,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0109,3190,1350,KG,1755,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0109,9805,2650,KG,3445,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M6577A,5500,KG,2420,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M5013C,8250,KG,3630,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M2841C,1350,KG,594,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M1188C,1225,KG,539,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M4947C,15125,KG,6655,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M9252C,1300,KG,572,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M7082A,4125,KG,1815,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M7691A,45375,KG,19965,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M8460B,8250,KG,3630,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M7565C,12375,KG,5445,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M7267A,86625,KG,38115,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M5717B,11000,KG,4840,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M1434B,13750,KG,6050,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M1843B,4125,KG,1815,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M2156B,90750,KG,39930,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M5750C,49500,KG,21780,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M8588A,19250,KG,8470,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M7712A,71500,KG,31460,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M9056B,33000,KG,14520,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M5509B,22000,KG,9680,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M8462B,61875,KG,27225,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M8898A,78375,KG,34485,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M3185B,77000,KG,33880,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M8638B,8250,KG,3630,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M4957C,55000,KG,24200,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M8285A,85250,KG,37510,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M8825B,82500,KG,36300,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0099,M6387A,24750,KG,10890,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0376,P1128A,24000,KG,35040,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0233,P6219A,1475,KG,2154,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0233,P1642A,19500,KG,28470,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-2264,25,KG,30,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-6946,350,KG,420,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-7654,100,KG,120,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-6862,75,KG,90,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-1660,675,KG,810,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-2908,290,KG,348,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-1047,123,KG,148,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-3867,25,KG,30,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-3929,1700,KG,2040,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-6113,50,KG,60,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-4561,250,KG,300,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-9281,25,KG,30,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-6847,100,KG,120,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,9340A,0,KG,2793,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,1483A,13650,KG,15561,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,2533A,12500,KG,14250,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,1341A,27400,KG,31236,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,2526A,47475,KG,54122,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,4522A,44975,KG,51272,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,2784A,44800,KG,51072,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,9021A,2500,KG,2850,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,1638A,42400,KG,48336,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,6555A,25000,KG,28500,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0122,4948A,20000,KG,22800,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0365,5800A,1025,KG,1251,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0365,5368A,22500,KG,27450,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0365,3700A,10000,KG,12200,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0365,2136A,8750,KG,10675,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,E4168A,2200,KG,2266,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,R6322A,1350,KG,1391,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,R2891A,1275,KG,1313,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,R1216A,650,KG,670,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,R2843A,1225,KG,1262,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,S4072A,1225,KG,1262,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,S9403A,1125,KG,1159,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,S1011A,1250,KG,1288,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,S7889A,1225,KG,1262,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,S1422A,1025,KG,1056,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,S9010A,1050,KG,1082,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,S6190A,2725,KG,2807,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-6946,525,KG,541,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-7654,425,KG,438,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-4917,50,KG,52,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-1047,250,KG,258,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-3867,25,KG,26,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-4170,125,KG,129,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-6113,475,KG,489,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-4561,75,KG,77,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-6847,400,KG,412,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-6946,75,KG,61,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-1660,175,KG,142,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-2908,50,KG,41,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-1047,250,KG,203,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-5786,50,KG,41,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-6113,25,KG,20,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-6847,125,KG,101,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0139,1911A,7200,KG,11304,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0260,8509A,4200,KG,7182,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0412,8722A,7200,KG,12384,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M3146A,59225,KG,30797,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M2675A,13750,KG,7150,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M6333B,41250,KG,21450,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M8597A,43950,KG,22854,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M1752B,39875,KG,20735,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M9241B,59125,KG,30745,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M3405A,37125,KG,19305,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M4774A,33000,KG,17160,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M4067B,66000,KG,34320,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M6134A,86625,KG,45045,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0410,M6735B,19250,KG,10010,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0048,SCRAP-1047,50,KG,57,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0163,E6490B,21925,KG,22802,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0420,M9485B,4075,KG,2038,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,6211A,600,KG,1068,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,6968A,1125,KG,2003,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,1367A,1000,KG,1780,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,6599A,1225,KG,2181,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,9981A,1050,KG,1869,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,2516A,28650,KG,50997,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,3278A,15000,KG,26700,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,7198A,18725,KG,33331,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,7387A,8600,KG,15308,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,4240A,6250,KG,11125,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,8844A,6250,KG,11125,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,3832A,42500,KG,75650,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0303,7252A,13750,KG,24475,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,4447A,2825,KG,424,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,4233A,2750,KG,413,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,6388H,2750,KG,413,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,3902A,1325,KG,199,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,7728A,1025,KG,154,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,5265B,875,KG,131,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,8053A,625,KG,94,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,6592A,900,KG,135,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,5567A8562,1375,KG,206,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,8288A8891,325,KG,49,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,1962A6152,1075,KG,161,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,9879A2279,1175,KG,176,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,8617A1424,2750,KG,413,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,8598A5694,1325,KG,199,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,3553A4001,1150,KG,173,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,4393A8822,300,KG,45,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,4839A7969,1350,KG,203,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,1309A2078,575,KG,86,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,1831A5271,1325,KG,199,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,8880A8004,1325,KG,199,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M4482A,1375,KG,206,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M4591A,1200,KG,180,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M1594B,1325,KG,199,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M3131A,700,KG,105,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M5361B,1150,KG,173,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M7508A,1275,KG,191,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M5367C,1375,KG,206,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M9760B,1375,KG,206,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M8047A,1350,KG,203,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M6601B,1375,KG,206,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M6458A,1350,KG,203,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M3774A,1375,KG,206,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M8998A,2750,KG,413,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M7955A,1025,KG,154,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M5093B,1325,KG,199,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M8812A,575,KG,86,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M2112C,775,KG,116,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M6693B,1350,KG,203,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,M1918A,2750,KG,413,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N6236A,825,KG,124,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N8190A,1325,KG,199,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N6455A,1275,KG,191,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N4393A,1250,KG,188,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N3400A,1300,KG,195,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N7602A,1375,KG,206,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N4175A,925,KG,139,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N1250A,1375,KG,206,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N2591A,1350,KG,203,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N3232A,1300,KG,195,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N6214A,1275,KG,191,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N8108A,1350,KG,203,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N4689A,1350,KG,203,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N1770A,2950,KG,443,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,N9350A,1375,KG,206,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-6946,600,KG,90,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-7654,150,KG,23,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-6862,75,KG,11,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-1660,350,KG,53,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-2908,150,KG,23,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-1047,125,KG,19,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-3929,363,KG,54,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-5415,25,KG,4,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-5786,150,KG,23,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-4170,296,KG,44,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-6113,350,KG,53,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-6847,125,KG,19,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-2908,310,KG,87,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-1047,2277,KG,638,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-4170,179,KG,50,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-6113,75,KG,21,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-4561,1200,KG,336,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0096,M3284B,4125,KG,2475,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0096,M1759B,4125,KG,2475,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0403,L2526A,4850,KG,6887,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0403,L2354B,3000,KG,4260,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0073,8186V,14700,KG,30870,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0073,5907V,9975,KG,20948,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,5779,3750,KG,8063,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,7080,6250,KG,13438,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,7997,1250,KG,2688,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,3487,5000,KG,10750,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,9772Z,8750,KG,18813,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0366,4288,3750,KG,8063,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0304,3257,975,KG,2096,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,5359,1000,KG,1970,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,7708,1200,KG,2364,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,7426,1250,KG,2463,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,5930,15000,KG,29550,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,7767,3750,KG,7388,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,7368,20000,KG,39400,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,7671,25000,KG,49250,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,2636,26250,KG,51713,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,7058,7500,KG,14775,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,8022,22500,KG,44325,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,5341,22500,KG,44325,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0051,1346,25000,KG,49250,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0320,M6899C,68750,KG,32313,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0320,M4268A,85250,KG,40068,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0320,M8651B,85250,KG,40068,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0320,M2063B,82500,KG,38775,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0320,M8987C,55000,KG,25850,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0320,M7079B,19250,KG,9048,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0320,M6436A,22000,KG,10340,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0182,6373A,12500,KG,29625,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0182,9249A,16250,KG,38513,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0182,7623A,6250,KG,14813,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0153,E1596A,6875,KG,6669,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0359,M8981A,4100,KG,2132,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,2894,75,KG,46,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,7962,1350,KG,824,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,4373,1325,KG,808,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,8186,1250,KG,763,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,4955,1350,KG,824,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,3194,2700,KG,1647,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,6200,71500,KG,43615,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,7959,119625,KG,72971,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0247,8752,78375,KG,47809,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0407,SCRAP-1047,75,KG,148,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0123,1682E1698A4602,1200,KG,1020,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0124,N4484A,8250,KG,9075,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0041,N6808A,0,KG,42666,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0062,M3266A,24750,KG,27720,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0228,N2271A,24725,KG,27692,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0228,N6014A,35750,KG,40040,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0228,N8522A,24750,KG,27720,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0267,N7495A,1225,KG,1372,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0267,N7363A,30250,KG,33880,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0395,N1095A,6775,KG,7656,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0395,N6787A,60500,KG,68365,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0415,M8678A,23375,KG,25479,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0346,N3801A,9625,KG,10491,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0156,M6116A,28875,KG,30896,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0156,M7028A,24750,KG,26483,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0156,M3556A,13750,KG,14713,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0156,M8337A,11000,KG,11770,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0248,M9993A,4975,KG,5572,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0248,M9374A,3625,KG,4060,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0063,M8693A,1225,KG,1360,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0005,L1883A,4500,KG,6480,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0005,L8442A,10500,KG,15120,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0351,5454A,20600,KG,13802,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0351,4842B,0,KG,17504,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0385,M7277B,3425,KG,2021,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0385,M4299A,4125,KG,2434,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0385,M7910B,4125,KG,2434,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0371,3088,18750,KG,40313,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0268,P4660A,1450,KG,2161,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0268,P7471A,1450,KG,2161,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0268,P2996A,1475,KG,2198,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0268,P1495A,1325,KG,1974,SGD
6/30/2024,SINGAPORE-WAREHOUSE,MAT-0263,M7495B,33000,KG,18150,SGD
