BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,8608A7116,52250,KG,109203,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,6476A4748,71425,KG,149278,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,5785A9734,49500,KG,103455,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,4064A2629,49500,KG,103455,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,2295A3138,74250,KG,155183,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,4285A4082,68750,KG,143688,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,4787A6732,89375,KG,186794,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,9000A3015,59125,KG,123571,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0317,R7052A,18825,KG,138364,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P9069A,63000,KG,444780,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P7500A,51000,KG,360060,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P1532A,24000,KG,169440,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P6351A,76400,KG,540090,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P6351A,0,KG,1800124,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,1426A,27500,KG,152625,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,7935A,17875,KG,99206,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,2379A,80975,KG,449411,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,7642A,24750,KG,137363,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,5381A,74250,KG,412088,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,9113A,74250,KG,412088,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,7030A,34375,KG,190781,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,4674A,74225,KG,411949,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,1633A,49500,KG,274725,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,1226A,49500,KG,274725,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,4767A,111375,KG,618131,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,3224A,28875,KG,160256,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,7885A,94875,KG,526556,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,8102A,28875,KG,160256,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,6829A,24750,KG,137363,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,8899A,105875,KG,587606,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,4267A,39875,KG,221306,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,5874A,107250,KG,595238,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,3889A,24750,KG,137363,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,4808A,24750,KG,137363,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0387,6043B,1950,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0387,6175B,18850,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0206,V6782A,49725,KG,797589,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0206,V9179A,21250,KG,340850,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0324,V6452A,16600,KG,225428,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0325,E3303A,105700,KG,476707,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0416,E4145A,225,KG,113886,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0416,E1612A,99000,KG,451440,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0416,E3094A,99000,KG,451440,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0326,M9936A,40950,KG,112203,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0428,R7762A,88000,KG,396880,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0428,R4624A,101700,KG,458667,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0015,R9995A,78300,KG,464756,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0015,R3738A,0,KG,334868,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0015,S4916A,0,KG,223245,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0327,M7282A,20625,KG,77138,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0327,M8181A,2925,KG,103505,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0327,M2494B,24750,KG,92565,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0327,M1658C,44000,KG,164560,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0327,M9616C,34375,KG,128563,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0327,M9310A,34375,KG,128563,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0327,M8974C,24750,KG,92565,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0327,M6757A,41250,KG,154275,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0327,M6220B,24750,KG,92565,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M5606A,46750,KG,174845,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M6651C,70100,KG,262174,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M7210C,63125,KG,236088,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M4088B,60500,KG,226270,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M3428C,41250,KG,154275,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M3114A,20625,KG,77138,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M5707B,23375,KG,87423,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M1514B,45375,KG,169703,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M3114A,49500,KG,185130,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M8216B,30250,KG,113135,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M1542B,20625,KG,77138,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M9467A,27500,KG,102850,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M7319B,77000,KG,287980,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M3449A,44000,KG,164560,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0356,M1033A,24750,KG,92565,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0328,V6674A,48000,KG,454560,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0328,V6674A,10500,KG,99435,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0270,V9115A,70275,KG,676748,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0270,V9115A,15000,KG,144450,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0107,V5370A,36400,KG,143052,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,2605A8571,45375,KG,271343,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,4168A7451,45325,KG,271044,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,3763A8022,27500,KG,164450,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,3434A1779,42625,KG,254898,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,9289A2933,26125,KG,156228,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,1093A6264,56375,KG,337123,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,5537A1177,66000,KG,394680,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,5448A4937,46750,KG,279565,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,5599A9926,27500,KG,164450,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,6762A9362,39875,KG,238453,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,2746A2209,22000,KG,131560,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,2330A3052,49500,KG,296010,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,2295A1281,90750,KG,542685,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,6050A5411,50875,KG,304233,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0111,9616A7666,27500,KG,164450,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0352,8918G7063QAC,15125,KG,102245,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0329,8219E2072QAC,22775,KG,153959,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0330,5045F1981QCE,24275,KG,164099,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0152,M1002B,40950,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0381,S4759A,48950,KG,220765,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0137,R2349A,49500,KG,223245,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0331,SCRAP,12,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0158,P3716A,49500,KG,352440,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0158,P9548A,50975,KG,362942,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0158,P3716A,0,KG,1815244,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0158,P2284A,0,KG,1815244,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0158,P8581A,25500,KG,181560,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,7841A,64625,KG,202923,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,3281B,61875,KG,194288,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,6122A,70100,KG,220114,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,3680B,66000,KG,207240,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,3909A,48125,KG,151113,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,3885A,59125,KG,185653,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,2700A,60500,KG,189970,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,5158B,89375,KG,280638,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,1021A,85250,KG,267685,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,4616B,68750,KG,215875,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,1042B,46750,KG,146795,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,5840B,86625,KG,272003,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,4300B,88000,KG,276320,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,7630B,53625,KG,168383,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,9816B,89375,KG,280638,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,1796A,88000,KG,276320,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,5122B,86625,KG,272003,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0229,6107A,88000,KG,276320,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0388,E9701A,98975,KG,751220,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0057,S9024A,14700,KG,111573,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0389,V9683A,111000,KG,1323120,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0389,V1904A,84000,KG,1001280,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0389,V9071A,114000,KG,1358880,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0159,V8634A,0,KG,925276,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0159,V8003A,0,KG,2601918,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0271,8428A2431,600,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0390,M2736B,61550,KG,280668,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0390,M8543A,64625,KG,294690,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0390,M6745A,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0390,M9022A,53625,KG,244530,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0390,M8247B,20625,KG,94050,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0390,M9033B,79750,KG,363660,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0390,M9332C,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0390,M1557C,61875,KG,282150,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M8555A,22000,KG,100320,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M1871B,78375,KG,357390,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M6032C,23150,KG,105564,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M2930A,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M8551C,17875,KG,81510,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M8140A,30250,KG,137940,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M3136B,79750,KG,363660,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M7357B,71500,KG,326040,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M9331A,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M6285A,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M9082A,57750,KG,263340,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M1628C,66000,KG,300960,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M8552A,22000,KG,100320,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M5760A,34375,KG,156750,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M6275B,81125,KG,369930,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M3188C,83825,KG,382242,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M6995A,55000,KG,250800,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M6851B,57750,KG,263340,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M6255C,81125,KG,369930,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M9310B,61875,KG,282150,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M5906A,83875,KG,382470,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M8774B,74250,KG,338580,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M9524A,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M3488B,90750,KG,413820,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M7578C,19250,KG,87780,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M7637B,49500,KG,225720,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M2446C,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M7424A,68750,KG,313500,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M6291B,90750,KG,413820,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M7744B,85250,KG,388740,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M9204C,81125,KG,369930,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M1623A,45375,KG,206910,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M7464C,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M5931A,20625,KG,94050,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M8345B,28875,KG,131670,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M4070B,89375,KG,407550,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M7646C,49500,KG,225720,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M7303B,74250,KG,338580,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M4915C,82500,KG,376200,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M5772A,88000,KG,401280,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M2901B,83875,KG,382470,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M2194A,28875,KG,131670,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M2740C,41250,KG,188100,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M5340A,86625,KG,395010,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M5932A,20625,KG,94050,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M6304C,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M7310A,33000,KG,150480,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M1179B,83875,KG,382470,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0112,M3238C,31625,KG,144210,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0032,P4331A,118325,KG,468567,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0032,P6987A,0,KG,475101,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0032,P1456A,0,KG,1443420,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0114,L4708A,31925,KG,126423,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0178,P7281A,41800,KG,165528,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0178,P3158A,60000,KG,237600,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0178,P3158A,0,KG,469260,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0065,7556I,43900,KG,117213,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0065,2888F,47325,KG,126358,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0065,6042G,42875,KG,114476,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0065,2905A,64525,KG,172282,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0065,6433A,28475,KG,76028,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0065,8981A,28875,KG,77096,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0065,8690A,45375,KG,121151,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,4239A,27450,KG,77684,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,6214A,83875,KG,237366,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,3690A,67350,KG,190601,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,1782A,70100,KG,198383,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,6818A,79650,KG,225410,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,4127A,79750,KG,225693,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,2712A,68750,KG,194563,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,3344A,79750,KG,225693,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,4557A,38475,KG,108884,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,5713A,74250,KG,210128,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,6814A,46750,KG,132303,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,1516A,78375,KG,221801,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,7715A,49425,KG,139873,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,2515B,30250,KG,85608,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,7918A,70125,KG,198454,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,4557A,42625,KG,120629,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,3316B,77000,KG,217910,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,8067A,81125,KG,229584,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,2068A,75625,KG,214019,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,1123A,41250,KG,116738,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,5312A,78375,KG,221801,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,9393A,85250,KG,241258,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,5084A,33000,KG,93390,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,6982A,88000,KG,249040,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,3636A,79750,KG,225693,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,8932A,82500,KG,233475,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,3305A,85250,KG,241258,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,1875A,41250,KG,116738,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0413,2311A,86625,KG,245149,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0397,P8066A,21750,KG,86130,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0180,M5666A,35925,KG,100590,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0339,L6139A,14550,KG,103596,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,6248A,110000,KG,102300,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,9394A,101200,KG,94116,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,8993A,99975,KG,92977,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,3084A,88700,KG,82491,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,4867A,101250,KG,94163,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,6893A,101175,KG,94093,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,7153A,88750,KG,82538,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,9195A,102500,KG,95325,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,7939A,99950,KG,92954,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,9971A,102450,KG,95279,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,8222A,98750,KG,91838,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,8258A,101225,KG,94139,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,2480A,103725,KG,96464,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,3109A,93750,KG,87188,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,7434A,88750,KG,82538,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,6502A,103675,KG,96418,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,9375A,99900,KG,92907,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,5380A,101175,KG,94093,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,1069A,98675,KG,91768,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,1857A,98750,KG,91838,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,5928A,98625,KG,91721,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,7187A,102450,KG,95279,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,1394A,102250,KG,95093,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,7596A,101250,KG,94163,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,3913A,93650,KG,87095,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,9737A,86250,KG,80213,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,9656A,102400,KG,95232,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,4373A,100925,KG,93860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,7049A,99875,KG,92884,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,1155A,101150,KG,94070,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,8859A,99850,KG,92861,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0332,8674A,87500,KG,81375,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0333,1933A,0,KG,690750,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0333,6303A,0,KG,363335,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0333,7877A,0,KG,723906,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0333,3554A,0,KG,184200,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0333,6275A,0,KG,184200,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0333,9888A,0,KG,366558,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0216,1748A,0,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0216,1240A,0,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0340,M9362A,24750,KG,187853,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0340,M2689A,49500,KG,375705,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0340,M3431A,24750,KG,187853,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0340,M7096A,49500,KG,375705,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0340,M4259A,49500,KG,375705,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0340,N2374A,68675,KG,521243,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0350,V3609A,0,KG,344420,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0284,7182M,18750,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0284,7874M,41250,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0161,S3674A,99000,KG,0,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0042,S6411A,90425,KG,388828,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0256,S4536A,98850,KG,425055,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0295,2437A,43900,KG,91751,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0174,M7440C,49500,KG,225720,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0273,M1058C,24750,KG,112860,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0273,M7332A,45375,KG,206910,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0273,M2543C,17875,KG,81510,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0273,M3467A,33000,KG,150480,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0009,9098A,60450,KG,189813,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0237,2146A,74050,KG,151062,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0237,8630A,86625,KG,176715,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0237,8053A,66000,KG,134640,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0237,8381A,86625,KG,176715,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0237,3371A,77000,KG,157080,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0237,5008A,83875,KG,171105,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0237,3922B,66000,KG,134640,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0237,3320A,79725,KG,162639,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0237,9952A,68750,KG,140250,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0116,1269A,49400,KG,100776,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0116,7052A,74200,KG,151368,CNY
