INBOUND_DATE,PLANT_NAME,MATERIAL_NAME,NET_QUANTITY_MT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,DOWNGRADE_VALUE_LOST_PERCENT,SHELF_LIFE_Timestamp,suggestion_to_outbound
2024-02-16,CHINA-WAREHOUSE,MAT-0197,3.0,P-002,9,40,2024-11-16,2024-11-16
2024-02-16,CHINA-WAREHOUSE,MAT-0268,22.5,P-002,12,50,2025-02-16,2025-02-16
2024-02-16,CHINA-WAREHOUSE,MAT-0268,25.5,P-002,12,50,2025-02-16,2025-02-16
2024-02-12,CHINA-WAREHOUSE,MAT-0384,24.75,P-001,8,30,2024-10-12,2024-10-12
2024-02-15,CHINA-WAREHOUSE,MAT-0153,24.75,P-001,4,30,2024-06-15,2024-06-15
2024-02-22,CHINA-WAREHOUSE,MAT-0319,24.75,P-001,8,5,2024-10-22,2024-10-22
2024-02-22,CHINA-WAREHOUSE,MAT-0053,24.75,P-001,2,20,2024-04-22,2024-04-22
2024-02-22,CHINA-WAREHOUSE,MAT-0379,24.75,P-001,8,15,2024-10-22,2024-10-22
2024-02-22,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-05-22,2024-05-22
2024-02-21,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-05-21,2024-05-21
2024-02-21,CHINA-WAREHOUSE,MAT-0319,24.75,P-001,8,5,2024-10-21,2024-10-21
2024-02-21,CHINA-WAREHOUSE,MAT-0322,24.75,P-001,4,30,2024-06-21,2024-06-21
2024-01-05,CHINA-WAREHOUSE,MAT-0413,24.75,P-001,7,20,2024-08-05,2024-08-05
2024-01-05,CHINA-WAREHOUSE,MAT-0413,9.625,P-001,7,20,2024-08-05,2024-08-05
2024-01-05,CHINA-WAREHOUSE,MAT-0413,15.125,P-001,7,20,2024-08-05,2024-08-05
2024-01-05,CHINA-WAREHOUSE,MAT-0413,16.5,P-001,7,20,2024-08-05,2024-08-05
2024-01-05,CHINA-WAREHOUSE,MAT-0413,8.25,P-001,7,20,2024-08-05,2024-08-05
2024-01-27,CHINA-WAREHOUSE,MAT-0112,24.75,P-001,6,20,2024-07-27,2024-07-27
2024-01-27,CHINA-WAREHOUSE,MAT-0112,12.375,P-001,6,20,2024-07-27,2024-07-27
2024-01-27,CHINA-WAREHOUSE,MAT-0112,11.0,P-001,6,20,2024-07-27,2024-07-27
2024-01-27,CHINA-WAREHOUSE,MAT-0112,13.75,P-001,6,20,2024-07-27,2024-07-27
2024-01-27,CHINA-WAREHOUSE,MAT-0164,24.75,P-001,2,5,2024-03-27,2024-03-27
2024-01-21,CHINA-WAREHOUSE,MAT-0390,23.375,P-001,7,30,2024-08-21,2024-08-21
2024-01-21,CHINA-WAREHOUSE,MAT-0390,16.5,P-001,7,30,2024-08-21,2024-08-21
2024-01-21,CHINA-WAREHOUSE,MAT-0390,6.875,P-001,7,30,2024-08-21,2024-08-21
2024-01-21,CHINA-WAREHOUSE,MAT-0218,20.625,P-001,4,30,2024-05-21,2024-05-21
2024-01-21,CHINA-WAREHOUSE,MAT-0218,2.75,P-001,4,30,2024-05-21,2024-05-21
2024-01-21,CHINA-WAREHOUSE,MAT-0035,24.75,P-002,6,25,2024-07-21,2024-07-21
2024-01-21,CHINA-WAREHOUSE,MAT-0035,6.875,P-002,6,25,2024-07-21,2024-07-21
2024-01-21,CHINA-WAREHOUSE,MAT-0035,17.875,P-002,6,25,2024-07-21,2024-07-21
2024-01-24,CHINA-WAREHOUSE,MAT-0332,20.0,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,16.25,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,3.75,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,17.5,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,2.5,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,1.25,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,15.0,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,13.75,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,6.25,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,5.0,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,7.5,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,12.5,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,8.75,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,11.25,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,10.0,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0332,18.75,P-002,6,25,2024-07-24,2024-07-24
2024-01-27,CHINA-WAREHOUSE,MAT-0202,15.125,P-001,6,30,2024-07-27,2024-07-27
2024-01-27,CHINA-WAREHOUSE,MAT-0202,9.625,P-001,6,30,2024-07-27,2024-07-27
2024-01-27,CHINA-WAREHOUSE,MAT-0112,17.875,P-001,6,20,2024-07-27,2024-07-27
2024-01-27,CHINA-WAREHOUSE,MAT-0112,6.875,P-001,6,20,2024-07-27,2024-07-27
2024-01-30,CHINA-WAREHOUSE,MAT-0374,24.75,P-001,3,25,2024-04-30,2024-04-30
2024-01-30,CHINA-WAREHOUSE,MAT-0374,12.375,P-001,3,25,2024-04-30,2024-04-30
2024-02-19,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-05-19,2024-05-19
2024-02-18,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-05-18,2024-05-18
2024-02-25,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-05-25,2024-05-25
2024-02-29,CHINA-WAREHOUSE,MAT-0145,25.5,P-002,6,30,2024-08-29,2024-08-29
2024-01-06,CHINA-WAREHOUSE,MAT-0413,24.75,P-001,7,20,2024-08-06,2024-08-06
2024-01-06,CHINA-WAREHOUSE,MAT-0413,22.0,P-001,7,20,2024-08-06,2024-08-06
2024-01-06,CHINA-WAREHOUSE,MAT-0413,2.75,P-001,7,20,2024-08-06,2024-08-06
2024-01-06,CHINA-WAREHOUSE,MAT-0413,4.125,P-001,7,20,2024-08-06,2024-08-06
2024-01-06,CHINA-WAREHOUSE,MAT-0413,20.625,P-001,7,20,2024-08-06,2024-08-06
2024-01-24,CHINA-WAREHOUSE,MAT-0276,23.375,P-001,5,5,2024-06-24,2024-06-24
2024-01-24,CHINA-WAREHOUSE,MAT-0007,24.75,P-001,2,10,2024-03-24,2024-03-24
2024-02-29,CHINA-WAREHOUSE,MAT-0145,13.5,P-002,6,30,2024-08-29,2024-08-29
2024-02-29,CHINA-WAREHOUSE,MAT-0145,12.0,P-002,6,30,2024-08-29,2024-08-29
2024-02-29,CHINA-WAREHOUSE,MAT-0317,24.75,P-001,2,20,2024-04-29,2024-04-29
2024-01-24,CHINA-WAREHOUSE,MAT-0276,5.5,P-001,5,5,2024-06-24,2024-06-24
2024-01-24,CHINA-WAREHOUSE,MAT-0276,17.875,P-001,5,5,2024-06-24,2024-06-24
2024-02-05,CHINA-WAREHOUSE,MAT-0198,24.75,P-001,6,5,2024-08-05,2024-08-05
2024-02-05,CHINA-WAREHOUSE,MAT-0198,24.45,P-001,6,5,2024-08-05,2024-08-05
2024-02-05,CHINA-WAREHOUSE,MAT-0198,2.75,P-001,6,5,2024-08-05,2024-08-05
2024-02-05,CHINA-WAREHOUSE,MAT-0198,22.0,P-001,6,5,2024-08-05,2024-08-05
2024-01-16,CHINA-WAREHOUSE,MAT-0111,20.625,P-001,2,30,2024-03-16,2024-03-16
2024-01-16,CHINA-WAREHOUSE,MAT-0111,4.125,P-001,2,30,2024-03-16,2024-03-16
2024-01-16,CHINA-WAREHOUSE,MAT-0111,24.75,P-001,2,30,2024-03-16,2024-03-16
2024-01-16,CHINA-WAREHOUSE,MAT-0111,2.75,P-001,2,30,2024-03-16,2024-03-16
2024-01-16,CHINA-WAREHOUSE,MAT-0111,22.0,P-001,2,30,2024-03-16,2024-03-16
2024-01-16,CHINA-WAREHOUSE,MAT-0250,8.25,P-001,2,20,2024-03-16,2024-03-16
2024-01-16,CHINA-WAREHOUSE,MAT-0250,4.125,P-001,2,20,2024-03-16,2024-03-16
2024-01-16,CHINA-WAREHOUSE,MAT-0104,12.375,P-001,6,15,2024-07-16,2024-07-16
2024-01-22,CHINA-WAREHOUSE,MAT-0259,22.5,P-001,7,25,2024-08-22,2024-08-22
2024-01-22,CHINA-WAREHOUSE,MAT-0259,1.25,P-001,7,25,2024-08-22,2024-08-22
2024-01-22,CHINA-WAREHOUSE,MAT-0259,21.25,P-001,7,25,2024-08-22,2024-08-22
2024-01-22,CHINA-WAREHOUSE,MAT-0259,3.75,P-001,7,25,2024-08-22,2024-08-22
2024-01-22,CHINA-WAREHOUSE,MAT-0259,18.75,P-001,7,25,2024-08-22,2024-08-22
2024-01-24,CHINA-WAREHOUSE,MAT-0160,24.75,P-002,5,25,2024-06-24,2024-06-24
2024-01-24,CHINA-WAREHOUSE,MAT-0390,24.75,P-001,7,30,2024-08-24,2024-08-24
2024-01-24,CHINA-WAREHOUSE,MAT-0390,9.625,P-001,7,30,2024-08-24,2024-08-24
2024-01-24,CHINA-WAREHOUSE,MAT-0390,15.125,P-001,7,30,2024-08-24,2024-08-24
2024-01-24,CHINA-WAREHOUSE,MAT-0105,17.875,P-001,3,15,2024-04-24,2024-04-24
2024-01-24,CHINA-WAREHOUSE,MAT-0105,6.875,P-001,3,15,2024-04-24,2024-04-24
2024-01-24,CHINA-WAREHOUSE,MAT-0334,24.75,P-001,4,15,2024-05-24,2024-05-24
2024-02-01,CHINA-WAREHOUSE,MAT-0175,23.375,P-001,5,20,2024-07-01,2024-07-01
2024-02-01,CHINA-WAREHOUSE,MAT-0392,23.375,P-001,2,20,2024-04-01,2024-04-01
2024-02-03,CHINA-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-05-03,2024-05-03
2024-01-28,CHINA-WAREHOUSE,MAT-0332,20.0,P-002,6,25,2024-07-28,2024-07-28
2024-01-28,CHINA-WAREHOUSE,MAT-0332,2.5,P-002,6,25,2024-07-28,2024-07-28
2024-01-28,CHINA-WAREHOUSE,MAT-0332,17.5,P-002,6,25,2024-07-28,2024-07-28
2024-01-28,CHINA-WAREHOUSE,MAT-0332,10.0,P-002,6,25,2024-07-28,2024-07-28
2024-01-28,CHINA-WAREHOUSE,MAT-0332,18.75,P-002,6,25,2024-07-28,2024-07-28
2024-01-28,CHINA-WAREHOUSE,MAT-0332,1.25,P-002,6,25,2024-07-28,2024-07-28
2024-01-28,CHINA-WAREHOUSE,MAT-0332,15.0,P-002,6,25,2024-07-28,2024-07-28
2024-01-28,CHINA-WAREHOUSE,MAT-0332,3.75,P-002,6,25,2024-07-28,2024-07-28
2024-03-01,CHINA-WAREHOUSE,MAT-0319,24.75,P-001,8,5,2024-11-01,2024-11-01
2024-03-01,CHINA-WAREHOUSE,MAT-0270,25.5,P-002,5,35,2024-08-01,2024-08-01
2024-03-05,CHINA-WAREHOUSE,MAT-0145,25.5,P-002,6,30,2024-09-05,2024-09-05
2024-03-05,CHINA-WAREHOUSE,MAT-0145,19.5,P-002,6,30,2024-09-05,2024-09-05
2024-03-05,CHINA-WAREHOUSE,MAT-0145,6.0,P-002,6,30,2024-09-05,2024-09-05
2024-03-05,CHINA-WAREHOUSE,MAT-0049,24.75,P-001,5,10,2024-08-05,2024-08-05
2024-03-05,CHINA-WAREHOUSE,MAT-0321,24.75,P-001,3,25,2024-06-05,2024-06-05
2024-03-05,CHINA-WAREHOUSE,MAT-0321,12.375,P-001,3,25,2024-06-05,2024-06-05
2024-03-05,CHINA-WAREHOUSE,MAT-0086,24.75,P-001,6,10,2024-09-05,2024-09-05
2024-03-05,CHINA-WAREHOUSE,MAT-0379,24.75,P-001,8,15,2024-11-05,2024-11-05
2024-03-05,CHINA-WAREHOUSE,MAT-0319,24.75,P-001,8,5,2024-11-05,2024-11-05
2024-03-05,CHINA-WAREHOUSE,MAT-0318,24.75,P-001,2,20,2024-05-05,2024-05-05
2024-03-05,CHINA-WAREHOUSE,MAT-0316,24.75,P-001,4,5,2024-07-05,2024-07-05
2024-01-15,CHINA-WAREHOUSE,MAT-0413,24.75,P-001,7,20,2024-08-15,2024-08-15
2024-01-15,CHINA-WAREHOUSE,MAT-0413,22.0,P-001,7,20,2024-08-15,2024-08-15
2024-01-15,CHINA-WAREHOUSE,MAT-0413,2.75,P-001,7,20,2024-08-15,2024-08-15
2024-01-25,CHINA-WAREHOUSE,MAT-0413,8.25,P-001,7,20,2024-08-25,2024-08-25
2024-01-25,CHINA-WAREHOUSE,MAT-0413,16.5,P-001,7,20,2024-08-25,2024-08-25
2024-01-25,CHINA-WAREHOUSE,MAT-0413,24.75,P-001,7,20,2024-08-25,2024-08-25
2024-01-25,CHINA-WAREHOUSE,MAT-0413,11.0,P-001,7,20,2024-08-25,2024-08-25
2024-01-25,CHINA-WAREHOUSE,MAT-0413,13.75,P-001,7,20,2024-08-25,2024-08-25
2024-01-25,CHINA-WAREHOUSE,MAT-0413,19.25,P-001,7,20,2024-08-25,2024-08-25
2024-01-25,CHINA-WAREHOUSE,MAT-0413,5.5,P-001,7,20,2024-08-25,2024-08-25
2024-03-03,CHINA-WAREHOUSE,MAT-0375,25.5,P-002,5,40,2024-08-03,2024-08-03
2024-03-03,CHINA-WAREHOUSE,MAT-0375,10.5,P-002,5,40,2024-08-03,2024-08-03
2024-03-03,CHINA-WAREHOUSE,MAT-0375,15.0,P-002,5,40,2024-08-03,2024-08-03
2024-03-09,CHINA-WAREHOUSE,MAT-0375,25.5,P-002,5,40,2024-08-09,2024-08-09
2024-03-09,CHINA-WAREHOUSE,MAT-0321,24.75,P-001,3,25,2024-06-09,2024-06-09
2024-03-09,CHINA-WAREHOUSE,MAT-0265,24.75,P-001,8,10,2024-11-09,2024-11-09
2024-03-09,CHINA-WAREHOUSE,MAT-0178,25.5,P-002,11,20,2025-02-09,2025-02-09
2024-03-07,CHINA-WAREHOUSE,MAT-0313,25.5,P-002,4,50,2024-07-07,2024-07-07
2024-03-07,CHINA-WAREHOUSE,MAT-0144,25.5,P-002,5,25,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0145,25.5,P-002,6,30,2024-09-07,2024-09-07
2024-03-07,CHINA-WAREHOUSE,MAT-0001,25.5,P-002,3,40,2024-06-07,2024-06-07
2024-03-07,CHINA-WAREHOUSE,MAT-0319,24.75,P-001,8,5,2024-11-07,2024-11-07
2024-03-07,CHINA-WAREHOUSE,MAT-0146,22.0,P-001,5,30,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0146,2.75,P-001,5,30,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0146,24.75,P-001,5,30,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0321,24.75,P-001,3,25,2024-06-07,2024-06-07
2024-03-07,CHINA-WAREHOUSE,MAT-0382,24.75,P-001,6,10,2024-09-07,2024-09-07
2024-03-07,CHINA-WAREHOUSE,MAT-0053,24.75,P-001,2,20,2024-05-07,2024-05-07
2024-03-07,CHINA-WAREHOUSE,MAT-0264,24.75,P-001,7,10,2024-10-07,2024-10-07
2024-03-07,CHINA-WAREHOUSE,MAT-0316,24.75,P-001,4,5,2024-07-07,2024-07-07
2024-03-07,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-06-07,2024-06-07
2024-03-07,CHINA-WAREHOUSE,MAT-0428,24.75,P-001,2,25,2024-05-07,2024-05-07
2024-03-07,CHINA-WAREHOUSE,MAT-0428,2.75,P-001,2,25,2024-05-07,2024-05-07
2024-03-07,CHINA-WAREHOUSE,MAT-0428,22.0,P-001,2,25,2024-05-07,2024-05-07
2024-03-07,CHINA-WAREHOUSE,MAT-0328,25.5,P-002,6,40,2024-09-07,2024-09-07
2024-03-07,CHINA-WAREHOUSE,MAT-0137,24.75,P-001,8,15,2024-11-07,2024-11-07
2024-03-07,CHINA-WAREHOUSE,MAT-0353,24.75,P-001,6,15,2024-09-07,2024-09-07
2024-03-07,CHINA-WAREHOUSE,MAT-0375,0.1,P-002,5,40,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0376,25.5,P-002,9,30,2024-12-07,2024-12-07
2024-03-07,CHINA-WAREHOUSE,MAT-0376,0.1,P-002,9,30,2024-12-07,2024-12-07
2024-03-07,CHINA-WAREHOUSE,MAT-0312,0.1,P-002,11,30,2025-02-07,2025-02-07
2024-03-07,CHINA-WAREHOUSE,MAT-0233,21.0,P-002,12,50,2025-03-07,2025-03-07
2024-03-07,CHINA-WAREHOUSE,MAT-0233,0.1,P-002,12,50,2025-03-07,2025-03-07
2024-03-07,CHINA-WAREHOUSE,MAT-0377,0.1,P-002,11,50,2025-02-07,2025-02-07
2024-03-07,CHINA-WAREHOUSE,MAT-0197,0.1,P-002,9,40,2024-12-07,2024-12-07
2024-03-07,CHINA-WAREHOUSE,MAT-0261,0.1,P-002,5,25,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0144,1.5,P-002,5,25,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0144,24.0,P-002,5,25,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0144,21.0,P-002,5,25,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0144,4.5,P-002,5,25,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0145,15.0,P-002,6,30,2024-09-07,2024-09-07
2024-03-07,CHINA-WAREHOUSE,MAT-0145,10.5,P-002,6,30,2024-09-07,2024-09-07
2024-03-07,CHINA-WAREHOUSE,MAT-0145,7.5,P-002,6,30,2024-09-07,2024-09-07
2024-03-07,CHINA-WAREHOUSE,MAT-0145,18.0,P-002,6,30,2024-09-07,2024-09-07
2024-03-07,CHINA-WAREHOUSE,MAT-0321,16.5,P-001,3,25,2024-06-07,2024-06-07
2024-03-07,CHINA-WAREHOUSE,MAT-0321,8.25,P-001,3,25,2024-06-07,2024-06-07
2024-03-07,CHINA-WAREHOUSE,MAT-0265,24.75,P-001,8,10,2024-11-07,2024-11-07
2024-03-07,CHINA-WAREHOUSE,MAT-0268,0.1,P-002,12,50,2025-03-07,2025-03-07
2024-03-07,CHINA-WAREHOUSE,MAT-0323,0.1,P-002,12,20,2025-03-07,2025-03-07
2024-03-07,CHINA-WAREHOUSE,MAT-0318,24.75,P-001,2,20,2024-05-07,2024-05-07
2024-03-07,CHINA-WAREHOUSE,MAT-0328,18.0,P-002,6,40,2024-09-07,2024-09-07
2024-03-07,CHINA-WAREHOUSE,MAT-0328,7.5,P-002,6,40,2024-09-07,2024-09-07
2024-03-12,CHINA-WAREHOUSE,MAT-0319,24.75,P-001,8,5,2024-11-12,2024-11-12
2024-03-07,CHINA-WAREHOUSE,MAT-0049,24.75,P-001,5,10,2024-08-07,2024-08-07
2024-03-07,CHINA-WAREHOUSE,MAT-0153,9.625,P-001,4,30,2024-07-07,2024-07-07
2024-03-07,CHINA-WAREHOUSE,MAT-0153,15.125,P-001,4,30,2024-07-07,2024-07-07
2024-03-07,CHINA-WAREHOUSE,MAT-0153,24.75,P-001,4,30,2024-07-07,2024-07-07
2024-03-07,CHINA-WAREHOUSE,MAT-0388,24.75,P-001,4,5,2024-07-07,2024-07-07
2024-03-12,CHINA-WAREHOUSE,MAT-0382,24.75,P-001,6,10,2024-09-12,2024-09-12
2024-03-12,CHINA-WAREHOUSE,MAT-0206,21.25,P-002,4,30,2024-07-12,2024-07-12
2024-03-12,CHINA-WAREHOUSE,MAT-0358,1.5,P-002,4,30,2024-07-12,2024-07-12
2024-01-14,CHINA-WAREHOUSE,MAT-0356,15.125,P-001,7,15,2024-08-14,2024-08-14
2024-01-14,CHINA-WAREHOUSE,MAT-0356,9.625,P-001,7,15,2024-08-14,2024-08-14
2024-01-14,CHINA-WAREHOUSE,MAT-0356,24.75,P-001,7,15,2024-08-14,2024-08-14
2024-02-20,CHINA-WAREHOUSE,MAT-0198,24.75,P-001,6,5,2024-08-20,2024-08-20
2024-02-20,CHINA-WAREHOUSE,MAT-0198,12.375,P-001,6,5,2024-08-20,2024-08-20
2024-02-20,CHINA-WAREHOUSE,MAT-0198,20.625,P-001,6,5,2024-08-20,2024-08-20
2024-02-20,CHINA-WAREHOUSE,MAT-0198,4.125,P-001,6,5,2024-08-20,2024-08-20
2024-01-24,CHINA-WAREHOUSE,MAT-0035,24.75,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0035,11.0,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0035,13.75,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0035,5.5,P-002,6,25,2024-07-24,2024-07-24
2024-01-24,CHINA-WAREHOUSE,MAT-0035,19.25,P-002,6,25,2024-07-24,2024-07-24
2024-01-31,CHINA-WAREHOUSE,MAT-0332,20.0,P-002,6,25,2024-07-31,2024-07-31
2024-01-31,CHINA-WAREHOUSE,MAT-0332,17.5,P-002,6,25,2024-07-31,2024-07-31
2024-01-31,CHINA-WAREHOUSE,MAT-0332,2.5,P-002,6,25,2024-07-31,2024-07-31
2024-01-31,CHINA-WAREHOUSE,MAT-0332,16.25,P-002,6,25,2024-07-31,2024-07-31
2024-01-31,CHINA-WAREHOUSE,MAT-0332,3.75,P-002,6,25,2024-07-31,2024-07-31
2024-01-31,CHINA-WAREHOUSE,MAT-0332,1.25,P-002,6,25,2024-07-31,2024-07-31
2024-03-18,CHINA-WAREHOUSE,MAT-0319,24.75,P-001,8,5,2024-11-18,2024-11-18
2024-03-18,CHINA-WAREHOUSE,MAT-0146,24.75,P-001,5,30,2024-08-18,2024-08-18
2024-03-18,CHINA-WAREHOUSE,MAT-0384,24.75,P-001,8,30,2024-11-18,2024-11-18
2024-02-02,CHINA-WAREHOUSE,MAT-0386,24.75,P-001,2,10,2024-04-02,2024-04-02
2024-02-02,CHINA-WAREHOUSE,MAT-0380,23.375,P-001,8,20,2024-10-02,2024-10-02
2024-02-02,CHINA-WAREHOUSE,MAT-0380,8.25,P-001,8,20,2024-10-02,2024-10-02
2024-02-02,CHINA-WAREHOUSE,MAT-0380,15.125,P-001,8,20,2024-10-02,2024-10-02
2024-02-02,CHINA-WAREHOUSE,MAT-0380,5.5,P-001,8,20,2024-10-02,2024-10-02
2024-02-02,CHINA-WAREHOUSE,MAT-0380,17.875,P-001,8,20,2024-10-02,2024-10-02
2024-02-02,CHINA-WAREHOUSE,MAT-0112,24.75,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,CHINA-WAREHOUSE,MAT-0112,5.5,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,CHINA-WAREHOUSE,MAT-0112,19.25,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,CHINA-WAREHOUSE,MAT-0112,2.75,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,CHINA-WAREHOUSE,MAT-0112,22.0,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,CHINA-WAREHOUSE,MAT-0112,13.75,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,CHINA-WAREHOUSE,MAT-0112,11.0,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,CHINA-WAREHOUSE,MAT-0112,9.625,P-001,6,20,2024-08-02,2024-08-02
2024-02-02,CHINA-WAREHOUSE,MAT-0112,15.125,P-001,6,20,2024-08-02,2024-08-02
2024-02-09,CHINA-WAREHOUSE,MAT-0196,20.0,P-002,4,35,2024-06-09,2024-06-09
2024-02-09,CHINA-WAREHOUSE,MAT-0196,11.25,P-002,4,35,2024-06-09,2024-06-09
2024-02-09,CHINA-WAREHOUSE,MAT-0196,5.0,P-002,4,35,2024-06-09,2024-06-09
2024-02-09,CHINA-WAREHOUSE,MAT-0196,3.75,P-002,4,35,2024-06-09,2024-06-09
2024-02-09,CHINA-WAREHOUSE,MAT-0196,1.25,P-002,4,35,2024-06-09,2024-06-09
2024-02-09,CHINA-WAREHOUSE,MAT-0196,8.75,P-002,4,35,2024-06-09,2024-06-09
2024-02-09,CHINA-WAREHOUSE,MAT-0196,15.0,P-002,4,35,2024-06-09,2024-06-09
2024-02-09,CHINA-WAREHOUSE,MAT-0332,20.0,P-002,6,25,2024-08-09,2024-08-09
2024-02-15,CHINA-WAREHOUSE,MAT-0276,23.375,P-001,5,5,2024-07-15,2024-07-15
2024-02-16,CHINA-WAREHOUSE,MAT-0112,23.375,P-001,6,20,2024-08-16,2024-08-16
2024-02-11,CHINA-WAREHOUSE,MAT-0413,11.0,P-001,7,20,2024-09-11,2024-09-11
2024-02-11,CHINA-WAREHOUSE,MAT-0413,13.75,P-001,7,20,2024-09-11,2024-09-11
2024-02-11,CHINA-WAREHOUSE,MAT-0413,24.75,P-001,7,20,2024-09-11,2024-09-11
2024-02-11,CHINA-WAREHOUSE,MAT-0413,23.375,P-001,7,20,2024-09-11,2024-09-11
2024-02-11,CHINA-WAREHOUSE,MAT-0413,1.375,P-001,7,20,2024-09-11,2024-09-11
2024-02-16,CHINA-WAREHOUSE,MAT-0112,22.0,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0112,1.375,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0112,4.125,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0112,19.25,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0112,16.5,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0112,6.875,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0112,9.625,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0112,13.75,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0112,15.125,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0112,8.25,P-001,6,20,2024-08-16,2024-08-16
2024-02-16,CHINA-WAREHOUSE,MAT-0105,17.875,P-001,3,15,2024-05-16,2024-05-16
2024-02-16,CHINA-WAREHOUSE,MAT-0105,6.875,P-001,3,15,2024-05-16,2024-05-16
2024-02-16,CHINA-WAREHOUSE,MAT-0354,2.75,P-001,7,25,2024-09-16,2024-09-16
2024-02-16,CHINA-WAREHOUSE,MAT-0354,22.0,P-001,7,25,2024-09-16,2024-09-16
2024-02-16,CHINA-WAREHOUSE,MAT-0164,12.375,P-001,2,5,2024-04-16,2024-04-16
2024-02-16,CHINA-WAREHOUSE,MAT-0106,12.375,P-001,6,10,2024-08-16,2024-08-16
2024-03-21,CHINA-WAREHOUSE,MAT-0233,25.5,P-002,12,50,2025-03-21,2025-03-21
2024-03-21,CHINA-WAREHOUSE,MAT-0197,25.5,P-002,9,40,2024-12-21,2024-12-21
