PLANT_NAME,OUTBOUND_DATE,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT,Transfer_Cost
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0351,CST-00487,2.75,19.108
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0356,CST-00014,24.75,19.108
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0376,CST-00379,0.45999999999999996,19.108
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0377,CST-00379,2.3,19.108
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0378,CST-00459,2.75,19.108
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0382,CST-00120,24.75,19.108
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0400,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0413,CST-00507,49.5,38.217
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0415,CST-00006,24.75,19.108
CHINA-WAREHOUSE,2024/09/28,Truck,MAT-0415,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0001,CST-00676,6.0,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0007,CST-00593,6.88,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0015,CST-00115,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0046,CST-00670,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0050,CST-00013,7.91,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0055,CST-00661,49.5,38.217
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0082,CST-00868,0.2,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0084,CST-00403,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0084,CST-00496,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0084,CST-00672,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0092,CST-00658,49.51,57.325
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0108,CST-00672,12.38,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0137,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0145,CST-00169,25.5,38.217
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0146,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0146,CST-00529,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0158,CST-00053,25.5,38.217
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0190,CST-00011,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0197,CST-00003,25.5,38.217
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0229,CST-00672,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0232,CST-00593,17.88,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0265,CST-00196,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0265,CST-00252,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0265,CST-00522,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0315,CST-00661,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0321,CST-00052,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0384,CST-00344,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0389,CST-00237,25.5,38.217
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0413,CST-00507,24.75,19.108
CHINA-WAREHOUSE,2024/09/29,Truck,MAT-0415,CST-00284,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0001,CST-00038,15.0,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0001,CST-00291,12.0,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0001,CST-00778,9.28,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0015,CST-00593,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0019,CST-00025,0.05,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0049,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0050,CST-00013,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0084,CST-00403,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0092,CST-00487,6.88,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0112,CST-00383,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0112,CST-00496,24.76,38.217
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0142,CST-00778,6.6,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0143,CST-00778,2.63,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0145,CST-00013,25.5,38.217
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0145,CST-00122,25.5,38.217
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0145,CST-00778,11.879999999999999,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0146,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0146,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0146,CST-00861,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0148,CST-00883,24.7,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0156,CST-00259,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0158,CST-00053,25.5,38.217
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0198,CST-00882,49.51,57.325
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0206,CST-00778,0.15,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0229,CST-00432,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0229,CST-00511,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0229,CST-00658,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0233,CST-00747,25.5,38.217
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0264,CST-00861,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0266,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0270,CST-00778,1.4,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0324,CST-00778,1.2,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0325,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0325,CST-00496,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0325,CST-00513,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0328,CST-00778,1.45,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0341,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0379,CST-00259,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0382,CST-00487,17.88,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0389,CST-00492,25.5,38.217
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0389,CST-00778,1.43,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0415,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/09/30,Truck,MAT-0428,CST-00120,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0001,CST-00397,15.0,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0013,CST-00034,12.0,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0015,CST-00593,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0066,CST-00821,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0137,CST-00593,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0143,CST-00397,18.0,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0144,CST-00038,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0144,CST-00054,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0144,CST-00143,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0144,CST-00210,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0145,CST-00109,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0145,CST-00155,15.0,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0145,CST-00204,3.0,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0145,CST-00397,10.5,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0145,CST-00747,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0145,CST-00756,10.5,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0145,CST-00884,6.0,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0146,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0146,CST-00529,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0156,CST-00259,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0159,CST-00291,13.5,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0190,CST-00149,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0190,CST-00487,49.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0206,CST-00030,22.5,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0206,CST-00034,22.5,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0229,CST-00014,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0264,CST-00025,0.4,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0264,CST-00657,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0264,CST-00685,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0270,CST-00069,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0270,CST-00202,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0270,CST-00356,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0314,CST-00038,7.5,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0314,CST-00109,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0314,CST-00794,3.0,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0324,CST-00034,2.5,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0328,CST-00038,15.0,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0328,CST-00069,19.5,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0341,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0374,CST-00880,12.38,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0375,CST-00002,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0379,CST-00668,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0382,CST-00120,24.75,19.108
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0389,CST-00492,25.5,38.217
CHINA-WAREHOUSE,2024/10/06,Truck,MAT-0428,CST-00120,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0015,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0035,CST-00097,4.13,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0055,CST-00014,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0112,CST-00260,12.38,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0144,CST-00038,12.0,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0144,CST-00069,22.5,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0144,CST-00302,10.5,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0145,CST-00069,3.0,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0146,CST-00259,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0146,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0147,CST-00712,4.5,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0150,CST-00463,0.03,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0156,CST-00259,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0190,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0201,CST-00302,15.0,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0265,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0268,CST-00002,25.5,38.217
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0270,CST-00038,12.0,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0270,CST-00135,25.5,38.217
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0314,CST-00712,21.0,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0318,CST-00011,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0325,CST-00363,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0341,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0375,CST-00002,25.5,38.217
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0389,CST-00311,25.5,38.217
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0416,CST-00281,24.75,19.108
CHINA-WAREHOUSE,2024/10/07,Truck,MAT-0428,CST-00120,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0015,CST-00183,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0049,CST-00196,24.25,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0065,CST-00080,0.1,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0085,CST-00080,0.1,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0105,CST-00196,0.5,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0144,CST-00452,18.0,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0145,CST-00008,25.5,38.217
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0145,CST-00038,25.5,38.217
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0146,CST-00052,0.03,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0176,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0190,CST-00149,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0190,CST-00313,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0190,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0190,CST-00672,24.77,38.217
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0206,CST-00885,22.5,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0229,CST-00511,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0237,CST-00080,0.1,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0264,CST-00002,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0264,CST-00080,0.1,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0264,CST-00277,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0264,CST-00685,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0266,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0266,CST-00277,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0341,CST-00008,24.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0374,CST-00052,0.03,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0374,CST-00403,13.75,19.108
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0384,CST-00344,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/10/08,Truck,MAT-0389,CST-00657,3.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0001,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0001,CST-00108,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0001,CST-00181,9.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0001,CST-00778,15.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0007,CST-00025,1.38,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0007,CST-00808,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0013,CST-00061,9.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0013,CST-00181,7.5,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0013,CST-00887,0.05,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0015,CST-00115,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0015,CST-00183,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0019,CST-00025,3.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0035,CST-00025,2.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0035,CST-00080,3.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0046,CST-00661,6.88,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0053,CST-00661,15.13,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0065,CST-00025,1.38,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0069,CST-00658,5.5,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0099,CST-00011,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0099,CST-00313,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0108,CST-00025,1.38,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0142,CST-00104,4.5,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0142,CST-00181,9.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0142,CST-00264,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0142,CST-00778,10.5,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0143,CST-00144,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0144,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0144,CST-00181,9.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0144,CST-00182,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0144,CST-00304,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0144,CST-00400,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0144,CST-00676,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0145,CST-00412,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0146,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0146,CST-00050,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0146,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0156,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0178,CST-00250,0.03,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0195,CST-00511,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0195,CST-00706,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0197,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0198,CST-00882,49.51,57.325
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0206,CST-00181,5.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0233,CST-00080,0.08,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0234,CST-00025,1.38,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0264,CST-00137,16.5,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0267,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0268,CST-00002,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0268,CST-00047,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0270,CST-00061,3.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0276,CST-00886,0.03,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0284,CST-00128,0.03,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0295,CST-00487,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0312,CST-00080,0.1,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0313,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0314,CST-00122,51.0,57.325
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0314,CST-00747,18.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0314,CST-00778,25.5,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0315,CST-00025,0.05,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0316,CST-00149,6.88,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0323,CST-00047,25.51,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0325,CST-00049,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0325,CST-00260,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0328,CST-00061,9.0,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0341,CST-00025,1.38,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0341,CST-00169,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0341,CST-00487,24.76,38.217
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0354,CST-00672,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0354,CST-00743,148.54,133.758
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0356,CST-00886,0.03,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0376,CST-00798,1.5,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0384,CST-00344,0.03,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0389,CST-00028,4.5,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0415,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/10/09,Truck,MAT-0428,CST-00025,1.38,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0001,CST-00510,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0007,CST-00125,12.38,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0007,CST-00363,49.52,57.325
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0011,CST-00133,0.5,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0013,CST-00823,1.5,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0015,CST-00363,24.75,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0015,CST-00672,24.75,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0032,CST-00002,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0053,CST-00247,11.0,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0084,CST-00443,0.35,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0097,CST-00487,24.76,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0108,CST-00016,0.3,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0108,CST-00460,5.5,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0112,CST-00867,24.75,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0142,CST-00510,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0142,CST-00889,13.5,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0144,CST-00676,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0145,CST-00169,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0145,CST-00202,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0145,CST-00510,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0145,CST-00888,12.0,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0145,CST-00889,12.0,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0146,CST-00183,24.75,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0147,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0158,CST-00002,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0163,CST-00112,24.75,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0178,CST-00002,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0178,CST-00053,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0190,CST-00149,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0195,CST-00511,74.26,76.433
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0195,CST-00706,49.51,57.325
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0197,CST-00025,0.05,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0197,CST-00747,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0197,CST-00818,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0198,CST-00321,24.75,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0206,CST-00823,30.0,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0232,CST-00008,12.38,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0233,CST-00747,60.0,57.325
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0234,CST-00059,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0264,CST-00047,49.510000000000005,57.325
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0264,CST-00685,24.75,19.108
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0268,CST-00002,25.5,38.217
CHINA-WAREHOUSE,2024/10/10,Truck,MAT-0268,CST-00047,25.5,38.217
