OUTBOUND_DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00012,0.1
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0175,CST-00017,1.23
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0175,CST-00017,20.78
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00670,0.18
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00670,5.5
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00670,2.58
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00555,17.88
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00670,6.88
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00670,9.63
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00555,6.88
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00487,22.0
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00487,2.68
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00487,0.08
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00025,0.03
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00025,0.05
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00025,0.05
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00049,24.75
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00661,2.75
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00743,8.25
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00025,0.1
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00025,0.1
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00025,0.08
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00025,0.28
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00025,2.05
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00025,0.45
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00025,0.63
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0116,CST-00025,1.98
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00025,0.93
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0116,CST-00025,1.88
2024/08/13,CHINA-WAREHOUSE,Truck,MAT-0174,CST-00672,0.05
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00582,25.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,25.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00016,25.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00237,25.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00641,25.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00648,25.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00017,25.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00797,25.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,25.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00139,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00277,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00464,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00035,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0101,CST-00382,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00706,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00008,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00803,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00363,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00363,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0174,CST-00086,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,1.3
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,0.08
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,23.38
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00537,1.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0323,CST-00300,6.0
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0323,CST-00300,1.4
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0323,CST-00300,0.35
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0323,CST-00300,1.43
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0323,CST-00300,1.33
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0392,CST-00393,0.4
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0392,CST-00393,0.1
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00718,17.88
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00718,6.88
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00763,6.0
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00025,0.1
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00035,15.0
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00106,9.0
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00106,16.5
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00034,6.25
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00031,3.0
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00031,10.0
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00086,15.13
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00086,9.63
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00133,20.6
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00496,17.88
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00496,0.7
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00133,4.13
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00133,0.03
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00496,6.18
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00125,12.38
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0085,CST-00025,0.1
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00049,24.75
2024/08/14,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00125,12.38
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00411,25.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00003,25.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00008,25.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00804,25.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,25.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00049,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00781,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00052,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00284,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00115,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00008,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00487,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00363,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00547,23.38
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00547,1.38
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00805,3.78
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0393,CST-00507,0.6
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00025,0.05
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00184,2.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00184,9.63
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0376,CST-00798,1.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00025,0.1
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00059,0.05
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00059,6.83
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00059,17.88
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00037,3.0
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00037,22.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00806,1.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0105,CST-00196,0.3
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00686,2.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0011,CST-00793,2.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0231,CST-00658,0.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0237,CST-00025,0.05
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00655,0.1
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,2.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,12.38
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00260,12.0
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00069,19.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00260,13.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,9.63
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00025,0.03
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00805,0.63
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00805,4.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00805,0.1
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00805,0.25
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00805,0.78
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00025,0.03
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00025,0.03
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00805,1.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00805,0.65
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00805,0.03
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00049,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,4.1
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,20.63
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,0.03
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,5.5
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,19.25
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00008,4.13
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00008,20.63
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00069,3.0
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,24.75
2024/08/15,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00008,24.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00291,25.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00256,25.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00747,25.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,25.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00372,25.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,25.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00058,24.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00743,24.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0188,CST-00807,24.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00051,24.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00555,24.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00035,24.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00487,24.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,5.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0393,CST-00256,4.13
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00706,1.38
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00049,5.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,16.68
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00049,19.25
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,5.33
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,4.13
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,6.88
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,8.25
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,2.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0188,CST-00777,8.25
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00096,2.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0086,CST-00787,4.13
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00706,23.38
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0147,CST-00025,0.03
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,13.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,11.0
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0339,CST-00025,0.2
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00025,0.1
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00080,1.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00049,24.75
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00080,0.5
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00080,0.3
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00080,0.6
2024/08/16,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00487,24.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00202,25.5
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00705,25.5
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,25.5
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00761,25.5
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,24.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00361,24.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00013,24.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00149,24.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0049,CST-00287,24.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00051,24.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00774,24.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00405,5.0
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0180,CST-00808,0.2
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0246,CST-00047,0.1
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00809,8.25
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0381,CST-00507,19.15
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0381,CST-00507,18.7
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0291,CST-00239,0.3
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00025,0.03
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00763,0.5
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0017,CST-00025,0.05
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00025,0.2
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00810,1.38
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0352,CST-00395,4.13
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0236,CST-00811,0.2
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0430,CST-00025,0.2
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0035,CST-00025,1.38
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00080,0.03
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00080,0.3
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00080,0.2
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00039,16.5
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00176,6.0
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0234,CST-00080,0.25
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00080,0.4
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00002,15.0
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00601,21.0
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00085,12.0
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00672,13.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00672,11.0
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,24.75
2024/08/17,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00085,12.0
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00747,25.5
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,25.5
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00042,25.5
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00126,25.5
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00135,25.5
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00144,25.5
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0376,CST-00325,25.5
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00774,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00667,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00507,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00542,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00464,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00632,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00035,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00010,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0428,CST-00522,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00008,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00363,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00148,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00148,24.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0188,CST-00432,11.0
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0193,CST-00197,6.8
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00667,17.88
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00667,6.88
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00517,23.38
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00517,1.38
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00733,1.38
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00025,0.18
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00025,0.03
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0164,CST-00639,2.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0105,CST-00812,0.5
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0174,CST-00658,11.0
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00363,8.25
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00014,17.88
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00014,6.88
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00363,4.13
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00363,12.38
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00432,13.75
2024/08/19,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00008,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00492,25.5
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00053,25.5
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00089,25.5
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00369,25.5
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00795,25.5
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00769,25.5
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00733,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00011,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00803,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00363,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00363,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00148,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00743,8.25
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00743,24.73
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0154,CST-00205,23.33
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00170,0.15
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,20.63
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,0.18
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,3.95
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00025,0.03
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0085,CST-00025,0.33
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00025,0.05
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00025,0.45
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0085,CST-00025,0.05
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,0.05
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,10.45
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,15.0
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0160,CST-00069,2.5
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00025,0.05
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00190,12.5
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0339,CST-00813,0.05
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00639,0.03
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00706,0.25
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0291,CST-00073,0.3
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,4.13
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,20.63
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00086,9.63
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00086,15.13
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00706,23.38
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00013,19.25
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00013,5.5
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00753,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00025,0.03
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00025,0.2
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00049,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00743,6.88
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00743,8.23
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0154,CST-00205,1.43
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00743,24.75
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00025,0.05
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00639,0.03
2024/08/20,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00639,0.03
2024/08/21,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00676,25.5
2024/08/21,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00384,25.5
2024/08/21,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00539,25.5
2024/08/21,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,25.5
2024/08/21,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00767,24.75
2024/08/21,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00611,24.75
